FECHA (YYMMDD);HORA (HHMM);Precipitacion (mm);
250213;1100;0;
250213;1200;0;
250213;1300;0;
250213;1400;0;
250213;1500;0;
250213;1600;0;
250213;1700;0;
250213;1800;0;
250213;1900;0;
250213;2000;0;
250213;2100;0;
250213;2200;0;
250213;2300;0;
250214;0000;0;
250214;0100;0;
250214;0200;0;
250214;0300;0;
250214;0400;0;
250214;0500;0;
250214;0600;0;
250214;0700;0;
250214;0800;0;
250214;0900;0;
250214;1000;0;
250214;1100;0;
250214;1200;0;
250214;1300;0;
250214;1400;0;
250214;1500;0;
250214;1600;0;
250214;1700;0;
250214;1800;0;
250214;1900;0;
250214;2000;0;
250214;2100;0;
250214;2200;0;
250214;2300;0;
250215;0000;0;
250215;0100;0;
250215;0200;0;
250215;0300;0;
250215;0400;0;
250215;0500;0;
250215;0600;0;
250215;0700;0;
250215;0800;0;
250215;0900;0;
250215;1000;0;
250215;1100;0;
250215;1200;0;
250215;1300;0;
250215;1400;0;
250215;1500;0;
250215;1600;0;
250215;1700;0;
250215;1800;0;
250215;1900;0;
250215;2000;0;
250215;2100;0;
250215;2200;0;
250215;2300;0;
250216;0000;0;
250216;0100;0;
250216;0200;0;
250216;0300;0;
250216;0400;0;
250216;0500;0;
250216;0600;0;
250216;0700;0;
250216;0800;0;
250216;0900;0;
250216;1000;0;
250216;1100;0;
250216;1200;0;
250216;1300;0;
250216;1400;0;
250216;1500;0;
250216;1600;0;
250216;1700;0;
250216;1800;0;
250216;1900;0;
250216;2000;0;
250216;2100;0;
250216;2200;0;
250216;2300;0;
250217;0000;0;
250217;0100;0;
250217;0200;0;
250217;0300;0;
250217;0400;0;
250217;0500;0;
250217;0600;0;
250217;0700;0;
250217;0800;0;
250217;0900;0;
250217;1000;0;
250217;1100;0;
250217;1200;0;
250217;1300;0;
250217;1400;0;
250217;1500;0;
250217;1600;0;
250217;1700;0;
250217;1800;0;
250217;1900;0;
250217;2000;0;
250217;2100;0;
250217;2200;0;
250217;2300;0;
250218;0000;0;
250218;0100;0;
250218;0200;0;
250218;0300;0;
250218;0400;0;
250218;0500;0;
250218;0600;0;
250218;0700;0;
250218;0800;0;
250218;0900;0;
250218;1000;0;
250218;1100;0;
250218;1200;0;
250218;1300;0;
250218;1400;0;
250218;1500;0;
250218;1600;0;
250218;1700;0;
250218;1800;0;
250218;1900;0;
250218;2000;0;
250218;2100;0;
250218;2200;0;
250218;2300;0;
250219;0000;0;
250219;0100;0;
250219;0200;0;
250219;0300;0;
250219;0400;0;
250219;0500;0;
250219;0600;0;
250219;0700;0;
250219;0800;0;
250219;0900;0;
250219;1000;0;
250219;1100;0;
250219;1200;0;
250219;1300;0;
250219;1400;0;
250219;1500;0;
250219;1600;0;
250219;1700;0;
250219;1800;0;
250219;1900;0;
250219;2000;0;
250219;2100;0;
250219;2200;0;
250219;2300;0;
250220;0000;0;
250220;0100;0;
250220;0200;0;
250220;0300;0;
250220;0400;0;
250220;0500;0;
250220;0600;0;
250220;0700;0;
250220;0800;0;
250220;0900;0;
250220;1000;0;
250220;1100;0;
250220;1200;0;
250220;1300;0;
250220;1400;0;
250220;1500;0;
250220;1600;0;
250220;1700;0;
250220;1800;0;
250220;1900;0;
250220;2000;0;
250220;2100;0;
250220;2200;0;
250220;2300;0;
250221;0000;0;
250221;0100;0;
250221;0200;0;
250221;0300;0;
250221;0400;0;
250221;0500;0;
250221;0600;0;
250221;0700;0;
250221;0800;0;
250221;0900;0;
250221;1000;0;
250221;1100;0;
250221;1200;0;
250221;1300;0;
250221;1400;0;
250221;1500;0;
250221;1600;0;
250221;1700;0;
250221;1800;0;
250221;1900;0;
250221;2000;0;
250221;2100;0;
250221;2200;0;
250221;2300;0;
250222;0000;0;
250222;0100;0;
250222;0200;0;
250222;0300;0;
250222;0400;0;
250222;0500;0;
250222;0600;0;
250222;0700;0;
250222;0800;0;
250222;0900;0;
250222;1000;0;
250222;1100;0;
250222;1200;0;
250222;1300;0;
250222;1400;0;
250222;1500;0;
250222;1600;0;
250222;1700;0;
250222;1800;0;
250222;1900;0;
250222;2000;0;
250222;2100;0;
250222;2200;0;
250222;2300;0;
250223;0000;0;
250223;0100;0;
250223;0200;0;
250223;0300;0;
250223;0400;0;
250223;0500;0;
250223;0600;0;
250223;0700;0;
250223;0800;0;
250223;0900;0;
250223;1000;0;
250223;1100;0;
250223;1200;0;
250223;1300;0;
250223;1400;0;
250223;1500;0;
250223;1600;0;
250223;1700;0;
250223;1800;0;
250223;1900;0;
250223;2000;0;
250223;2100;0;
250223;2200;0;
250223;2300;0;
250224;0000;0;
250224;0100;0;
250224;0200;0;
250224;0300;0;
250224;0400;0;
250224;0500;0;
250224;0600;0;
250224;0700;0;
250224;0800;0;
250224;0900;0;
250224;1000;0;
250224;1100;0;
250224;1200;0;
250224;1300;0;
250224;1400;0;
250224;1500;0;
250224;1600;0;
250224;1700;0;
250224;1800;0;
250224;1900;0;
250224;2000;0;
250224;2100;0;
250224;2200;0;
250224;2300;0;
250225;0000;0;
250225;0100;0;
250225;0200;0;
250225;0300;0;
250225;0400;0;
250225;0500;0;
250225;0600;0;
250225;0700;0;
250225;0800;0;
250225;0900;0;
250225;1000;0;
250225;1100;0;
250225;1200;0;
250225;1300;0;
250225;1400;;
250225;1500;;
250225;1600;0;
250225;1700;0;
250225;1800;0;
250225;1900;0;
250225;2000;0;
250225;2100;0;
250225;2200;0;
250225;2300;0;
250226;0000;0;
250226;0100;0;
250226;0200;0;
250226;0300;0;
250226;0400;0;
250226;0500;0;
250226;0600;0;
250226;0700;0;
250226;0800;0;
250226;0900;0;
250226;1000;0;
250226;1100;0;
250226;1200;0;
250226;1300;0;
250226;1400;0;
250226;1500;0;
250226;1600;0;
250226;1700;0;
250226;1800;0;
250226;1900;0;
250226;2000;0;
250226;2100;0;
250226;2200;0;
250226;2300;0;
250227;0000;0;
250227;0100;0;
250227;0200;0;
250227;0300;0;
250227;0400;0;
250227;0500;0;
250227;0600;0;
250227;0700;0;
250227;0800;0;
250227;0900;0;
250227;1000;0;
250227;1100;0;
250227;1200;0;
250227;1300;0;
250227;1400;0;
250227;1500;0;
250227;1600;0;
250227;1700;0;
250227;1800;0;
250227;1900;0;
250227;2000;0;
250227;2100;0;
250227;2200;0;
250227;2300;0;
250228;0000;0;
250228;0100;1;
250228;0200;0;
250228;0300;0;
250228;0400;0,25;
250228;0500;0;
250228;0600;0;
250228;0700;0,25;
250228;0800;0;
250228;0900;0,25;
250228;1000;0;
250228;1100;0;
250228;1200;0;
250228;1300;1;
250228;1400;0,5;
250228;1500;0;
250228;1600;0;
250228;1700;0;
250228;1800;0;
250228;1900;0;
250228;2000;0;
250228;2100;0;
250228;2200;0;
250228;2300;0;
250301;0000;0;
250301;0100;0;
250301;0200;0;
250301;0300;0;
250301;0400;0;
250301;0500;0;
250301;0600;0;
250301;0700;0;
250301;0800;0;
250301;0900;0;
250301;1000;0;
250301;1100;0;
250301;1200;0;
250301;1300;0;
250301;1400;0;
250301;1500;0;
250301;1600;0;
250301;1700;0;
250301;1800;0;
250301;1900;0;
250301;2000;0;
250301;2100;0;
250301;2200;0;
250301;2300;0;
250302;0000;0;
250302;0100;0;
250302;0200;0;
250302;0300;0;
250302;0400;0;
250302;0500;0;
250302;0600;0;
250302;0700;0;
250302;0800;0;
250302;0900;0;
250302;1000;0;
250302;1100;0;
250302;1200;0;
250302;1300;0;
250302;1400;0;
250302;1500;0;
250302;1600;0;
250302;1700;0;
250302;1800;0;
250302;1900;0;
250302;2000;0;
250302;2100;0;
250302;2200;0;
250302;2300;0;
250303;0000;0;
250303;0100;0;
250303;0200;0;
250303;0300;0;
250303;0400;0;
250303;0500;0;
250303;0600;0;
250303;0700;0;
250303;0800;0;
250303;0900;0;
250303;1000;0;
250303;1100;0;
250303;1200;0;
250303;1300;0;
250303;1400;0;
250303;1500;0;
250303;1600;0;
250303;1700;0;
250303;1800;0;
250303;1900;0;
250303;2000;0;
250303;2100;0;
250303;2200;0;
250303;2300;0;
250304;0000;0;
250304;0100;0;
250304;0200;0;
250304;0300;0;
250304;0400;0;
250304;0500;0;
250304;0600;0;
250304;0700;0;
250304;0800;0;
250304;0900;0;
250304;1000;0;
250304;1100;0;
250304;1200;0;
250304;1300;0;
250304;1400;0;
250304;1500;0;
250304;1600;0;
250304;1700;0;
250304;1800;0;
250304;1900;0;
250304;2000;0;
250304;2100;0;
250304;2200;0;
250304;2300;0;
250305;0000;0;
250305;0100;0;
250305;0200;0;
250305;0300;0;
250305;0400;0;
250305;0500;0;
250305;0600;0;
250305;0700;0;
250305;0800;0;
250305;0900;0;
250305;1000;0;
250305;1100;0;
250305;1200;0;
250305;1300;0;
250305;1400;0;
250305;1500;0;
250305;1600;0;
250305;1700;0;
250305;1800;0;
250305;1900;0;
250305;2000;0;
250305;2100;0;
250305;2200;0;
250305;2300;0;
250306;0000;0;
250306;0100;0;
250306;0200;0;
250306;0300;0;
250306;0400;0;
250306;0500;0,5;
250306;0600;0,25;
250306;0700;0;
250306;0800;0;
250306;0900;0;
250306;1000;0;
250306;1100;0;
250306;1200;0;
250306;1300;0;
250306;1400;0;
250306;1500;0;
250306;1600;0;
250306;1700;0;
250306;1800;0;
250306;1900;0;
250306;2000;10,5;
250306;2100;3,75;
250306;2200;2,25;
250306;2300;1,25;
250307;0000;0,75;
250307;0100;0;
250307;0200;1,75;
250307;0300;2,5;
250307;0400;0;
250307;0500;0,25;
250307;0600;0,25;
250307;0700;0;
250307;0800;0;
250307;0900;0;
250307;1000;0;
250307;1100;0;
250307;1200;0;
250307;1300;0;
250307;1400;0;
250307;1500;0;
250307;1600;0,25;
250307;1700;0;
250307;1800;0;
250307;1900;0;
250307;2000;0;
250307;2100;0;
250307;2200;0;
250307;2300;0;
250308;0000;0;
250308;0100;0;
250308;0200;0;
250308;0300;0;
250308;0400;0;
250308;0500;0;
250308;0600;0;
250308;0700;0;
250308;0800;0;
250308;0900;0;
250308;1000;0;
250308;1100;0;
250308;1200;0;
250308;1300;0;
250308;1400;0;
250308;1500;0;
250308;1600;0;
250308;1700;0;
250308;1800;0;
250308;1900;0;
250308;2000;0;
250308;2100;0;
250308;2200;0;
250308;2300;0;
250309;0000;0;
250309;0100;0;
250309;0200;0;
250309;0300;0;
250309;0400;0;
250309;0500;0;
250309;0600;0;
250309;0700;0;
250309;0800;0;
250309;0900;0;
250309;1000;0;
250309;1100;0;
250309;1200;0;
250309;1300;0;
250309;1400;0;
250309;1500;0;
250309;1600;0;
250309;1700;0;
250309;1800;0;
250309;1900;0;
250309;2000;0;
250309;2100;0;
250309;2200;0;
250309;2300;0;
250310;0000;0;
250310;0100;0;
250310;0200;0;
250310;0300;0;
250310;0400;0;
250310;0500;0;
250310;0600;0;
250310;0700;0;
250310;0800;0;
250310;0900;0;
250310;1000;0;
250310;1100;0;
250310;1200;0;
250310;1300;0;
250310;1400;0;
250310;1500;0;
250310;1600;0;
250310;1700;0;
250310;1800;0;
250310;1900;0;
250310;2000;0;
250310;2100;0;
250310;2200;0;
250310;2300;0;
250311;0000;0;
250311;0100;0;
250311;0200;0;
250311;0300;0;
250311;0400;0;
250311;0500;0;
250311;0600;0;
250311;0700;0;
250311;0800;0;
250311;0900;0;
250311;1000;0;
250311;1100;;
250311;1200;;
250311;1300;0;
250311;1400;0;
250311;1500;0;
250311;1600;0;
250311;1700;0;
250311;1800;0;
250311;1900;0;
250311;2000;0;
250311;2100;0;
250311;2200;0;
250311;2300;0;
250312;0000;0;
250312;0100;0;
250312;0200;0;
250312;0300;0;
250312;0400;0;
250312;0500;0;
250312;0600;0;
250312;0700;0;
250312;0800;0;
250312;0900;0;
250312;1000;0;
250312;1100;0;
250312;1200;0;
250312;1300;0;
250312;1400;0;
250312;1500;0;
250312;1600;0;
250312;1700;0;
250312;1800;0;
250312;1900;0;
250312;2000;0;
250312;2100;0;
250312;2200;0;
250312;2300;0;
250313;0000;0;
250313;0100;0;
250313;0200;0;
250313;0300;0;
250313;0400;0;
250313;0500;0;
250313;0600;0;
250313;0700;0;
250313;0800;0;
250313;0900;0;
250313;1000;0;
250313;1100;0;
250313;1200;0;
250313;1300;0;
250313;1400;0;
250313;1500;0;
250313;1600;0;
250313;1700;0;
250313;1800;0;
250313;1900;0;
250313;2000;0;
250313;2100;0;
250313;2200;0;
250313;2300;0;
250314;0000;0;
250314;0100;0;
250314;0200;0;
250314;0300;0;
250314;0400;0;
250314;0500;0;
250314;0600;0;
250314;0700;0;
250314;0800;0;
250314;0900;0;
250314;1000;0;
250314;1100;0;
250314;1200;0;
250314;1300;0;
250314;1400;0;
250314;1500;0;
250314;1600;0;
250314;1700;0;
250314;1800;0;
250314;1900;0;
250314;2000;0;
250314;2100;0;
250314;2200;0;
250314;2300;0;
250315;0000;0;
250315;0100;0;
250315;0200;0;
250315;0300;0;
250315;0400;0;
250315;0500;0;
250315;0600;0;
250315;0700;0;
250315;0800;0;
250315;0900;0;
250315;1000;0;
250315;1100;0;
250315;1200;0;
250315;1300;0;
250315;1400;0;
250315;1500;0;
250315;1600;0;
250315;1700;0;
250315;1800;0;
250315;1900;0;
250315;2000;0;
250315;2100;0;
250315;2200;0;
250315;2300;0;
250316;0000;0;
250316;0100;0;
250316;0200;0;
250316;0300;0;
250316;0400;0;
250316;0500;0;
250316;0600;0;
250316;0700;0;
250316;0800;0;
250316;0900;0;
250316;1000;0;
250316;1100;0;
250316;1200;0;
250316;1300;0;
250316;1400;0;
250316;1500;0;
250316;1600;0;
250316;1700;0;
250316;1800;0;
250316;1900;0;
250316;2000;0;
250316;2100;0;
250316;2200;0;
250316;2300;0;
250317;0000;0;
250317;0100;0;
250317;0200;0;
250317;0300;0;
250317;0400;0;
250317;0500;0;
250317;0600;0;
250317;0700;0;
250317;0800;0;
250317;0900;0;
250317;1000;0;
250317;1100;0;
250317;1200;0;
250317;1300;0;
250317;1400;0;
250317;1500;0;
250317;1600;0;
250317;1700;0;
250317;1800;0;
250317;1900;0;
250317;2000;0;
250317;2100;0;
250317;2200;0;
250317;2300;0;
250318;0000;0;
250318;0100;0;
250318;0200;0;
250318;0300;0;
250318;0400;0;
250318;0500;0;
250318;0600;0;
250318;0700;0;
250318;0800;0;
250318;0900;0;
250318;1000;0;
250318;1100;0;
250318;1200;0;
250318;1300;0;
250318;1400;0;
250318;1500;0;
250318;1600;0;
250318;1700;0;
250318;1800;0;
250318;1900;0;
250318;2000;0;
250318;2100;0;
250318;2200;0;
250318;2300;0;
250319;0000;0;
250319;0100;0;
250319;0200;0;
250319;0300;0;
250319;0400;0;
250319;0500;0;
250319;0600;0;
250319;0700;0;
250319;0800;0;
250319;0900;0;
250319;1000;0;
250319;1100;0;
250319;1200;0;
250319;1300;0;
250319;1400;0;
250319;1500;0;
250319;1600;0;
250319;1700;0;
250319;1800;0;
250319;1900;0;
250319;2000;0;
250319;2100;0;
250319;2200;0;
250319;2300;0;
250320;0000;0;
250320;0100;0;
250320;0200;0;
250320;0300;0;
250320;0400;0;
250320;0500;0;
250320;0600;0;
250320;0700;0;
250320;0800;0;
250320;0900;0;
250320;1000;0;
250320;1100;0;
250320;1200;0;
250320;1300;0;
250320;1400;0;
250320;1500;0;
250320;1600;0;
250320;1700;0;
250320;1800;0;
250320;1900;0;
250320;2000;0;
250320;2100;0;
250320;2200;0;
250320;2300;0;
250321;0000;0;
250321;0100;0;
250321;0200;0;
250321;0300;0;
250321;0400;0;
250321;0500;0;
250321;0600;0;
250321;0700;0;
250321;0800;0;
250321;0900;0;
250321;1000;0;
250321;1100;0;
250321;1200;0;
250321;1300;0;
250321;1400;0;
250321;1500;0;
250321;1600;0;
250321;1700;0;
250321;1800;0;
250321;1900;0;
250321;2000;0;
250321;2100;0;
250321;2200;0;
250321;2300;0;
250322;0000;0;
250322;0100;0;
250322;0200;0;
250322;0300;0;
250322;0400;0;
250322;0500;0;
250322;0600;0;
250322;0700;0;
250322;0800;0;
250322;0900;0;
250322;1000;0;
250322;1100;0;
250322;1200;0;
250322;1300;0;
250322;1400;0;
250322;1500;0;
250322;1600;0;
250322;1700;0;
250322;1800;0;
250322;1900;0;
250322;2000;0;
250322;2100;0;
250322;2200;0;
250322;2300;0;
250323;0000;0;
250323;0100;0;
250323;0200;0;
250323;0300;0;
250323;0400;0;
250323;0500;0;
250323;0600;0;
250323;0700;0;
250323;0800;0;
250323;0900;0;
250323;1000;0;
250323;1100;0;
250323;1200;0;
250323;1300;0;
250323;1400;0;
250323;1500;0;
250323;1600;0;
250323;1700;0;
250323;1800;0;
250323;1900;0;
250323;2000;0;
250323;2100;0;
250323;2200;0;
250323;2300;0;
250324;0000;0;
250324;0100;0;
250324;0200;0;
250324;0300;0;
250324;0400;0;
250324;0500;0;
250324;0600;0;
250324;0700;0;
250324;0800;0;
250324;0900;0;
250324;1000;0;
250324;1100;0;
250324;1200;0;
250324;1300;0;
250324;1400;0;
250324;1500;0;
250324;1600;0;
250324;1700;0;
250324;1800;0;
250324;1900;0;
250324;2000;0;
250324;2100;0;
250324;2200;0;
250324;2300;0;
250325;0000;0;
250325;0100;0;
250325;0200;0;
250325;0300;0;
250325;0400;0;
250325;0500;0;
250325;0600;0;
250325;0700;0;
250325;0800;0;
250325;0900;0;
250325;1000;0;
250325;1100;0;
250325;1200;0;
250325;1300;0;
250325;1400;0;
250325;1500;0;
250325;1600;0;
250325;1700;0;
250325;1800;0;
250325;1900;0;
250325;2000;0;
250325;2100;0;
250325;2200;0;
250325;2300;0;
250326;0000;0;
250326;0100;0;
250326;0200;0;
250326;0300;0;
250326;0400;0;
250326;0500;0;
250326;0600;0;
250326;0700;0;
250326;0800;0;
250326;0900;0;
250326;1000;0;
250326;1100;0;
250326;1200;0;
250326;1300;0;
250326;1400;0;
250326;1500;0;
250326;1600;0;
250326;1700;0;
250326;1800;0;
250326;1900;0;
250326;2000;0;
250326;2100;0;
250326;2200;0;
250326;2300;0;
250327;0000;0;
250327;0100;0;
250327;0200;0;
250327;0300;0;
250327;0400;0;
250327;0500;0;
250327;0600;0;
250327;0700;0;
250327;0800;0;
250327;0900;0;
250327;1000;0;
250327;1100;0;
250327;1200;0;
250327;1300;0;
250327;1400;0;
250327;1500;0;
250327;1600;0;
250327;1700;0;
250327;1800;0;
250327;1900;0;
250327;2000;0;
250327;2100;0;
250327;2200;0;
250327;2300;0;
250328;0000;0;
250328;0100;0;
250328;0200;0;
250328;0300;0;
250328;0400;0;
250328;0500;0;
250328;0600;0;
250328;0700;0;
250328;0800;0;
250328;0900;0;
250328;1000;0;
250328;1100;0;
250328;1200;0;
250328;1300;0;
250328;1400;0;
250328;1500;0;
250328;1600;0;
250328;1700;0;
250328;1800;0;
250328;1900;0;
250328;2000;0;
250328;2100;0;
250328;2200;0;
250328;2300;0;
250329;0000;0;
250329;0100;0;
250329;0200;0;
250329;0300;0;
250329;0400;0;
250329;0500;0;
250329;0600;0;
250329;0700;0;
250329;0800;0;
250329;0900;0;
250329;1000;0;
250329;1100;0;
250329;1200;0;
250329;1300;0;
250329;1400;0;
250329;1500;0;
250329;1600;4;
250329;1700;9,75;
250329;1800;9,75;
250329;1900;8;
250329;2000;2;
250329;2100;0,5;
250329;2200;1;
250329;2300;0,75;
250330;0000;0;
250330;0100;0;
250330;0200;0;
250330;0300;0;
250330;0400;0;
250330;0500;0;
250330;0600;0;
250330;0700;0;
250330;0800;0;
250330;0900;0;
250330;1000;0;
250330;1100;0;
250330;1200;0;
250330;1300;0;
250330;1400;0;
250330;1500;0;
250330;1600;0;
250330;1700;0;
250330;1800;0;
250330;1900;0;
250330;2000;0;
250330;2100;0;
250330;2200;0;
250330;2300;0;
250331;0000;0;
250331;0100;0;
250331;0200;0;
250331;0300;0;
250331;0400;0;
250331;0500;0;
250331;0600;0;
250331;0700;0;
250331;0800;0;
250331;0900;0;
250331;1000;0;
250331;1100;0;
250331;1200;0;
250331;1300;0;
250331;1400;0;
250331;1500;0;
250331;1600;0;
250331;1700;0;
250331;1800;0;
250331;1900;0;
250331;2000;0;
250331;2100;0;
250331;2200;0;
250331;2300;0;
250401;0000;0;
250401;0100;0;
250401;0200;0;
250401;0300;0;
250401;0400;0;
250401;0500;0;
250401;0600;0;
250401;0700;0;
250401;0800;0;
250401;0900;0;
250401;1000;0;
250401;1100;0;
250401;1200;0;
250401;1300;0;
250401;1400;0;
250401;1500;0;
250401;1600;0;
250401;1700;0;
250401;1800;0;
250401;1900;0;
250401;2000;0;
250401;2100;0;
250401;2200;0;
250401;2300;0;
250402;0000;0;
250402;0100;0;
250402;0200;0;
250402;0300;0;
250402;0400;0;
250402;0500;0;
250402;0600;0;
250402;0700;0;
250402;0800;0;
250402;0900;0;
250402;1000;0;
250402;1100;0;
250402;1200;0;
250402;1300;0;
250402;1400;0;
250402;1500;0;
250402;1600;0;
250402;1700;0;
250402;1800;0;
250402;1900;0;
250402;2000;0;
250402;2100;0;
250402;2200;0;
250402;2300;0;
250403;0000;0;
250403;0100;0;
250403;0200;0;
250403;0300;0;
250403;0400;0;
250403;0500;0;
250403;0600;0;
250403;0700;0;
250403;0800;0;
250403;0900;0;
250403;1000;0;
250403;1100;0;
250403;1200;0;
250403;1300;0;
250403;1400;0;
250403;1500;0;
250403;1600;0;
250403;1700;0;
250403;1800;0;
250403;1900;0;
250403;2000;0;
250403;2100;0;
250403;2200;0;
250403;2300;0;
250404;0000;0;
250404;0100;0;
250404;0200;0;
250404;0300;0;
250404;0400;0;
250404;0500;0;
250404;0600;0;
250404;0700;0;
250404;0800;0;
250404;0900;0;
250404;1000;0;
250404;1100;0;
250404;1200;0;
250404;1300;0;
250404;1400;0;
250404;1500;0;
250404;1600;0;
250404;1700;0;
250404;1800;0;
250404;1900;0;
250404;2000;0;
250404;2100;0;
250404;2200;0;
250404;2300;0;
250405;0000;0;
250405;0100;0;
250405;0200;0;
250405;0300;0;
250405;0400;0;
250405;0500;0;
250405;0600;0;
250405;0700;0;
250405;0800;0;
250405;0900;0;
250405;1000;0;
250405;1100;0;
250405;1200;0;
250405;1300;0;
250405;1400;0;
250405;1500;0;
250405;1600;0;
250405;1700;0;
250405;1800;0;
250405;1900;0;
250405;2000;0;
250405;2100;0;
250405;2200;0;
250405;2300;0;
250406;0000;0;
250406;0100;0;
250406;0200;0;
250406;0300;0;
250406;0400;0;
250406;0500;0;
250406;0600;0;
250406;0700;0;
250406;0800;0;
250406;0900;0;
250406;1000;0;
250406;1100;0;
250406;1200;0;
250406;1300;0;
250406;1400;0;
250406;1500;0;
250406;1600;0;
250406;1700;0;
250406;1800;0;
250406;1900;0;
250406;2000;0;
250406;2100;0;
250406;2200;0;
250406;2300;0;
250407;0000;0;
250407;0100;0;
250407;0200;0;
250407;0300;0;
250407;0400;0;
250407;0500;0;
250407;0600;0;
250407;0700;0;
250407;0800;0;
250407;0900;0;
250407;1000;0;
250407;1100;0;
250407;1200;0;
250407;1300;0;
250407;1400;0;
250407;1500;0;
250407;1600;;
250407;1700;2,5;
250407;1800;0;
250407;1900;0;
250407;2000;0;
250407;2100;0;
250407;2200;0;
250407;2300;0;
250408;0000;0;
250408;0100;0;
250408;0200;0;
250408;0300;0;
250408;0400;0;
250408;0500;0;
250408;0600;0;
250408;0700;0;
250408;0800;0;
250408;0900;0;
250408;1000;0;
250408;1100;0;
250408;1200;0;
250408;1300;0;
250408;1400;0;
250408;1500;0;
250408;1600;0;
250408;1700;0;
250408;1800;0;
250408;1900;0;
250408;2000;0;
250408;2100;0;
250408;2200;0;
250408;2300;0;
250409;0000;0;
250409;0100;0;
250409;0200;0;
250409;0300;0;
250409;0400;0;
250409;0500;0;
250409;0600;0;
250409;0700;0;
250409;0800;0;
250409;0900;0;
250409;1000;0;
250409;1100;0;
250409;1200;0;
250409;1300;0;
250409;1400;0;
250409;1500;0;
250409;1600;0;
250409;1700;0;
250409;1800;0;
250409;1900;0;
250409;2000;0;
250409;2100;0;
250409;2200;9;
250409;2300;2;
250410;0000;2,75;
250410;0100;5,5;
250410;0200;4,75;
250410;0300;1;
250410;0400;0,25;
250410;0500;0,5;
250410;0600;1,25;
250410;0700;0,25;
250410;0800;0;
250410;0900;0,25;
250410;1000;0;
250410;1100;0;
250410;1200;0;
250410;1300;0;
250410;1400;0;
250410;1500;0;
250410;1600;0;
250410;1700;0;
250410;1800;0;
250410;1900;0;
250410;2000;0;
250410;2100;0;
250410;2200;0;
250410;2300;0;
250411;0000;0;
250411;0100;0;
250411;0200;0;
250411;0300;0;
250411;0400;0;
250411;0500;0;
250411;0600;0;
250411;0700;0;
250411;0800;0;
250411;0900;0;
250411;1000;0;
250411;1100;0;
250411;1200;0;
250411;1300;0;
250411;1400;0;
250411;1500;0;
250411;1600;0;
250411;1700;0;
250411;1800;0;
250411;1900;0;
250411;2000;0;
250411;2100;0;
250411;2200;0;
250411;2300;0;
250412;0000;0;
250412;0100;0;
250412;0200;0;
250412;0300;0;
250412;0400;0;
250412;0500;0;
250412;0600;0;
250412;0700;0;
250412;0800;0;
250412;0900;0;
250412;1000;0;
250412;1100;0;
250412;1200;0;
250412;1300;0;
250412;1400;0;
250412;1500;0;
250412;1600;0;
250412;1700;0;
250412;1800;0;
250412;1900;0;
250412;2000;0;
250412;2100;0;
250412;2200;0;
250412;2300;0;
250413;0000;0;
250413;0100;0;
250413;0200;0;
250413;0300;0;
250413;0400;0;
250413;0500;0;
250413;0600;0;
250413;0700;0;
250413;0800;0;
250413;0900;0;
250413;1000;0;
250413;1100;0;
250413;1200;0;
250413;1300;0;
250413;1400;0;
250413;1500;0;
250413;1600;0;
250413;1700;0;
250413;1800;0;
250413;1900;0;
250413;2000;0;
250413;2100;0;
250413;2200;0;
250413;2300;0;
250414;0000;0;
250414;0100;0;
250414;0200;0,25;
250414;0300;0;
250414;0400;2,5;
250414;0500;3,25;
250414;0600;2;
250414;0700;0,25;
250414;0800;0;
250414;0900;0,5;
250414;1000;0,25;
250414;1100;0,25;
250414;1200;1,25;
250414;1300;0;
250414;1400;0,75;
250414;1500;1,25;
250414;1600;0,5;
250414;1700;0;
250414;1800;0;
250414;1900;0;
250414;2000;0;
250414;2100;0;
250414;2200;0;
250414;2300;0;
250415;0000;0;
250415;0100;0;
250415;0200;0;
250415;0300;0;
250415;0400;0;
250415;0500;0;
250415;0600;0;
250415;0700;0,25;
250415;0800;0;
250415;0900;0;
250415;1000;0;
250415;1100;0;
250415;1200;0;
250415;1300;0;
250415;1400;0;
250415;1500;0;
250415;1600;0,75;
250415;1700;0,25;
250415;1800;0,25;
250415;1900;0,25;
250415;2000;0;
250415;2100;0;
250415;2200;0;
250415;2300;0;
250416;0000;0;
250416;0100;0,25;
250416;0200;0;
250416;0300;0;
250416;0400;0,25;
250416;0500;0;
250416;0600;0;
250416;0700;0,25;
250416;0800;0,75;
250416;0900;1,5;
250416;1000;1,5;
250416;1100;0,5;
250416;1200;0;
250416;1300;0;
250416;1400;0;
250416;1500;0;
250416;1600;0;
250416;1700;0;
250416;1800;0;
250416;1900;0;
250416;2000;0;
250416;2100;0;
250416;2200;0;
250416;2300;0;
250417;0000;0;
250417;0100;0;
250417;0200;0;
250417;0300;0;
250417;0400;0;
250417;0500;0;
250417;0600;0;
250417;0700;0;
250417;0800;0;
250417;0900;0;
250417;1000;0;
250417;1100;0;
250417;1200;0;
250417;1300;0;
250417;1400;0;
250417;1500;0;
250417;1600;0;
250417;1700;0;
250417;1800;0;
250417;1900;0;
250417;2000;0;
250417;2100;0;
250417;2200;0;
250417;2300;0;
250418;0000;0;
250418;0100;0;
250418;0200;0;
250418;0300;0;
250418;0400;0;
250418;0500;0;
250418;0600;0;
250418;0700;0;
250418;0800;0;
250418;0900;0;
250418;1000;0;
250418;1100;0;
250418;1200;0;
250418;1300;0;
250418;1400;0;
250418;1500;0;
