FECHA (YYMMDD);HORA (HHMM);Temperatura (°C);
250511;0300;10,2;
250511;0400;10,66;
250511;0500;11,0225;
250511;0600;11,305;
250511;0700;11,81;
250511;0800;12,025;
250511;0900;12,485;
250511;1000;13,425;
250511;1100;14,5475;
250511;1200;13,95;
250511;1300;13,1175;
250511;1400;12,85;
250511;1500;13,2525;
250511;1600;13,4225;
250511;1700;13,3725;
250511;1800;13,2875;
250511;1900;13,2025;
250511;2000;13,115;
250511;2100;13,0525;
250511;2200;13,1125;
250511;2300;12,9925;
250512;0000;12,8925;
250512;0100;12,7575;
250512;0200;11,685;
250512;0300;10,9025;
250512;0400;10,275;
250512;0500;10,36;
250512;0600;9,935;
250512;0700;9,3775;
250512;0800;9,47501;
250512;0900;12,3475;
250512;1000;14,17;
250512;1100;16,3175;
250512;1200;18,215;
250512;1300;18,81;
250512;1400;19,4925;
250512;1500;18,145;
250512;1600;18,025;
250512;1700;15,4475;
250512;1800;13,265;
250512;1900;11,9775;
250512;2000;11,42;
250512;2100;11,09;
250512;2200;10,495;
250512;2300;10,035;
250513;0000;9,94501;
250513;0100;9,88251;
250513;0200;9,41499;
250513;0300;9,0975;
250513;0400;8,71249;
250513;0500;8,495;
250513;0600;8,08749;
250513;0700;8,04601;
250513;0800;8,34;
250513;0900;9,07001;
250513;1000;10,0525;
250513;1100;12,4175;
250513;1200;14,5575;
250513;1300;16,1225;
250513;1400;16,5075;
250513;1500;16,13;
250513;1600;15,34;
250513;1700;14,8;
250513;1800;14,515;
250513;1900;14,1975;
250513;2000;13,9625;
250513;2100;13,995;
250513;2200;13,8075;
250513;2300;13,8225;
250514;0000;13,97;
250514;0100;13,8025;
250514;0200;13,655;
250514;0300;13,35;
250514;0400;12,3775;
250514;0500;11,8925;
250514;0600;11,765;
250514;0700;12,095;
250514;0800;13,025;
250514;0900;13,89;
250514;1000;14,235;
250514;1100;16,6325;
250514;1200;17,9275;
250514;1300;17,765;
250514;1400;18,165;
250514;1500;17,7575;
250514;1600;17,255;
250514;1700;15,2575;
250514;1800;14,155;
250514;1900;13,6725;
250514;2000;13,3625;
250514;2100;12,6875;
250514;2200;11,9775;
250514;2300;10,8125;
250515;0000;9,96001;
250515;0100;9,3125;
250515;0200;8,7625;
250515;0300;8,1675;
250515;0400;8,21001;
250515;0500;7,88275;
250515;0600;7,87325;
250515;0700;7,44775;
250515;0800;7,57775;
250515;0900;8,22375;
250515;1000;10,155;
250515;1100;12,675;
250515;1200;15,795;
250515;1300;16,2425;
250515;1400;16,4725;
250515;1500;16,7675;
250515;1600;16,9675;
250515;1700;14,38;
250515;1800;13,0275;
250515;1900;11,7025;
250515;2000;11,0875;
250515;2100;10,9425;
250515;2200;11,2575;
250515;2300;11,2825;
250516;0000;11,2975;
250516;0100;11,3725;
250516;0200;11,5625;
250516;0300;11,025;
250516;0400;10,6;
250516;0500;10,4;
250516;0600;10,38;
250516;0700;10,5;
250516;0800;10,6725;
250516;0900;11,375;
250516;1000;12,4325;
250516;1100;13,9475;
250516;1200;14,8875;
250516;1300;14,585;
250516;1400;13,965;
250516;1500;14,18;
250516;1600;13,3825;
250516;1700;12,9;
250516;1800;13,3925;
250516;1900;13,7875;
250516;2000;13,975;
250516;2100;13,6475;
250516;2200;13,715;
250516;2300;13,7575;
250517;0000;13,85;
250517;0100;13,995;
250517;0200;13,9467;
250517;0300;13,5225;
250517;0400;11,1075;
250517;0500;10,9875;
250517;0600;10,4275;
250517;0700;10,5275;
250517;0800;11,2825;
250517;0900;11,97;
250517;1000;11,965;
250517;1100;14,54;
250517;1200;14,975;
250517;1300;15,4175;
250517;1400;15,3275;
250517;1500;15,4425;
250517;1600;14,34;
250517;1700;11,965;
250517;1800;10,3925;
250517;1900;9,7775;
250517;2000;9,63;
250517;2100;8,94501;
250517;2200;8,2845;
250517;2300;7,61;
250518;0000;7,389;
250518;0100;7,26625;
250518;0200;6,7875;
250518;0300;6,8305;
250518;0400;6,89475;
250518;0500;6,5205;
250518;0600;6,08175;
250518;0700;5,86925;
250518;0800;5,71875;
250518;0900;6,29;
250518;1000;7,58525;
250518;1100;9,38;
250518;1200;11,0175;
250518;1300;12,6175;
250518;1400;12,5575;
250518;1500;12,71;
250518;1600;12,0375;
250518;1700;11,085;
250518;1800;10,3075;
250518;1900;9,4525;
250518;2000;8,37175;
250518;2100;7,90025;
250518;2200;7,041;
250518;2300;6,38375;
250519;0000;5,70175;
250519;0100;5,79025;
250519;0200;5,27275;
250519;0300;5,30225;
250519;0400;5,45425;
250519;0500;5,2665;
250519;0600;5,02375;
250519;0700;4,55275;
250519;0800;4,32725;
250519;0900;5,82175;
250519;1000;7,41;
250519;1100;10,14;
250519;1200;11,975;
250519;1300;13,33;
250519;1400;15,11;
250519;1500;15,4475;
250519;1600;14,9775;
250519;1700;12,9275;
250519;1800;11,2525;
250519;1900;10,45;
250519;2000;9,9725;
250519;2100;10,33;
250519;2200;9,48;
250519;2300;9,68501;
250520;0000;9,9975;
250520;0100;9,69501;
250520;0200;8,58002;
250520;0300;8,7175;
250520;0400;8,81;
250520;0500;8,5575;
250520;0600;8,30251;
250520;0700;8,00349;
250520;0800;8,2775;
250520;0900;8,94;
250520;1000;10,7725;
250520;1100;12,82;
250520;1200;15,165;
250520;1300;15,3725;
250520;1400;14,73;
250520;1500;14,8775;
250520;1600;13,0575;
250520;1700;12,24;
250520;1800;11,5375;
250520;1900;11,2225;
250520;2000;10,6475;
250520;2100;9,8175;
250520;2200;9,5675;
250520;2300;8,9575;
250521;0000;8,356;
250521;0100;7,793;
250521;0200;8,2375;
250521;0300;8,72501;
250521;0400;10,6;
250521;0500;11,1525;
250521;0600;11,165;
250521;0700;10,5825;
250521;0800;10,7375;
250521;0900;10,6325;
250521;1000;11,6225;
250521;1100;13,5275;
250521;1200;14,785;
250521;1300;16,2125;
250521;1400;17,335;
250521;1500;17,6175;
250521;1600;17,2675;
250521;1700;14,1025;
250521;1800;12,0225;
250521;1900;11,4175;
250521;2000;10,935;
250521;2100;10,7325;
250521;2200;10,37;
250521;2300;10,15;
250522;0000;9,82001;
250522;0100;7,9685;
250522;0200;7,16375;
250522;0300;6,523;
250522;0400;5,9565;
250522;0500;5,4925;
250522;0600;5,05675;
250522;0700;4,6075;
250522;0800;4,86825;
250522;0900;6,48425;
250522;1000;8,75751;
250522;1100;10,77;
250522;1200;12,665;
250522;1300;12,6475;
250522;1400;12,4425;
250522;1500;12,7425;
250522;1600;12,5275;
250522;1700;11,0175;
250522;1800;10,1575;
250522;1900;9,505;
250522;2000;8,9325;
250522;2100;8,625;
250522;2200;8,39;
250522;2300;7,95475;
250523;0000;7,63875;
250523;0100;7,30825;
250523;0200;6,87025;
250523;0300;6,56675;
250523;0400;6,26675;
250523;0500;6,4325;
250523;0600;6,38175;
250523;0700;6,64;
250523;0800;7,0465;
250523;0900;7,51975;
250523;1000;7,80225;
250523;1100;8,47501;
250523;1200;8,735;
250523;1300;9,685;
250523;1400;10,6825;
250523;1500;11,3275;
250523;1600;12,745;
250523;1700;10,675;
250523;1800;9,13251;
250523;1900;8,71001;
250523;2000;8,8125;
250523;2100;8,50751;
250523;2200;8,13499;
250523;2300;7,85825;
250524;0000;7,6415;
250524;0100;7,4485;
250524;0200;7,3515;
250524;0300;7,1965;
250524;0400;7,07125;
250524;0500;6,87875;
250524;0600;7,51;
250524;0700;7,83275;
250524;0800;7,886;
250524;0900;8,21001;
250524;1000;8,75;
250524;1100;9,38;
250524;1200;11,72;
250524;1300;14,015;
250524;1400;15,2075;
250524;1500;15,9475;
250524;1600;16,015;
250524;1700;12,8975;
250524;1800;10,9375;
250524;1900;9,5975;
250524;2000;8,38499;
250524;2100;7,734;
250524;2200;7,1615;
250524;2300;6,662;
250525;0000;6,4755;
250525;0100;6,525;
250525;0200;6,43875;
250525;0300;6,36875;
250525;0400;6,6025;
250525;0500;6,98425;
250525;0600;7,3565;
250525;0700;7,56975;
250525;0800;8,00925;
250525;0900;11,49;
250525;1000;12,7425;
250525;1100;12,3575;
250525;1200;13,15;
250525;1300;13,21;
250525;1400;13,035;
250525;1500;12,88;
250525;1600;12,8575;
250525;1700;12,625;
250525;1800;12,3675;
250525;1900;12,3375;
250525;2000;12,56;
250525;2100;12,635;
250525;2200;13,0625;
250525;2300;13,4125;
250526;0000;13,84;
250526;0100;13,3175;
250526;0200;12,5075;
250526;0300;11,905;
250526;0400;12,78;
250526;0500;11,95;
250526;0600;11,635;
250526;0700;11,9825;
250526;0800;12,0275;
250526;0900;12,5525;
250526;1000;13,01;
250526;1100;13,5025;
250526;1200;14,38;
250526;1300;14,11;
250526;1400;13,3575;
250526;1500;12,37;
250526;1600;11,1525;
250526;1700;10,145;
250526;1800;8,8925;
250526;1900;8,16075;
250526;2000;7,7025;
250526;2100;7,497;
250526;2200;7,453;
250526;2300;6,3395;
250527;0000;5,528;
250527;0100;5,02525;
250527;0200;4,77575;
250527;0300;4,1515;
250527;0400;3,69775;
250527;0500;3,616;
250527;0600;3,30925;
250527;0700;3,1305;
250527;0800;3,1355;
250527;0900;4,14625;
250527;1000;6,76525;
250527;1100;9,07249;
250527;1200;11,56;
250527;1300;12,79;
250527;1400;14,04;
250527;1500;13,8425;
250527;1600;12,905;
250527;1700;9,61751;
250527;1800;8,22826;
250527;1900;7,20425;
250527;2000;6,64925;
250527;2100;6,08075;
250527;2200;5,65125;
250527;2300;5,23975;
250528;0000;4,876;
250528;0100;4,565;
250528;0200;3,8355;
250528;0300;3,673;
250528;0400;3,259;
250528;0500;2,4105;
250528;0600;2,70575;
250528;0700;2,68375;
250528;0800;2,986;
250528;0900;4,7245;
250528;1000;6,40675;
250528;1100;9,5125;
250528;1200;11,13;
250528;1300;13,1675;
250528;1400;14,73;
250528;1500;15,4275;
250528;1600;14,5625;
250528;1700;13,2;
250528;1800;12,0075;
250528;1900;11,4075;
250528;2000;11,105;
250528;2100;10,72;
250528;2200;9,53999;
250528;2300;8,008;
250529;0000;7,5375;
250529;0100;6,92025;
250529;0200;6,812;
250529;0300;6,1005;
250529;0400;5,54775;
250529;0500;5,3465;
250529;0600;4,92925;
250529;0700;4,58275;
250529;0800;4,67575;
250529;0900;7,22225;
250529;1000;10,17;
250529;1100;13,2525;
250529;1200;14,5875;
250529;1300;17,6325;
250529;1400;19,55;
250529;1500;19,4775;
250529;1600;18,05;
250529;1700;16,7025;
250529;1800;15,58;
250529;1900;14,655;
250529;2000;13,35;
250529;2100;12,1975;
250529;2200;11,325;
250529;2300;10,885;
250530;0000;11,24;
250530;0100;12,7425;
250530;0200;13,145;
250530;0300;12,5575;
250530;0400;10,0625;
250530;0500;8,5425;
250530;0600;8,455;
250530;0700;8,4825;
250530;0800;8,24001;
250530;0900;9,1425;
250530;1000;10,96;
250530;1100;12,6775;
250530;1200;15,34;
250530;1300;16,0175;
250530;1400;16,4225;
250530;1500;16,165;
250530;1600;14,845;
250530;1700;12,8175;
250530;1800;10,875;
250530;1900;9,7925;
250530;2000;9,37001;
250530;2100;8,89751;
250530;2200;7,91225;
250530;2300;7,043;
250531;0000;6,04225;
250531;0100;5,24475;
250531;0200;4,8385;
250531;0300;3,93275;
250531;0400;3,7475;
250531;0500;3,68875;
250531;0600;2,79375;
250531;0700;2,3035;
250531;0800;2,4445;
250531;0900;4,24575;
250531;1000;6,36525;
250531;1100;9,25751;
250531;1200;11,08;
250531;1300;12,9275;
250531;1400;14,485;
250531;1500;15,245;
250531;1600;14,77;
250531;1700;11,9175;
250531;1800;10,8825;
250531;1900;10,08;
250531;2000;9,16499;
250531;2100;8,345;
250531;2200;7,70325;
250531;2300;7,22725;
250601;0000;6,348;
250601;0100;6,784;
250601;0200;5,72925;
250601;0300;5,37;
250601;0400;5,181;
250601;0500;5,034;
250601;0600;4,63225;
250601;0700;4,3055;
250601;0800;4,581;
250601;0900;6,7125;
250601;1000;9,78999;
250601;1100;12,13;
250601;1200;13,675;
250601;1300;15,2325;
250601;1400;15,79;
250601;1500;14,6875;
250601;1600;14,1075;
250601;1700;12,68;
250601;1800;11,0275;
250601;1900;10,1225;
250601;2000;9,7825;
250601;2100;9,52251;
250601;2200;9,23;
250601;2300;8,965;
250602;0000;8,86751;
250602;0100;8,74001;
250602;0200;8,5775;
250602;0300;8,69749;
250602;0400;8,9025;
250602;0500;8,9425;
250602;0600;8,5925;
250602;0700;8,38251;
250602;0800;8,28999;
250602;0900;9,0475;
250602;1000;10,09;
250602;1100;11,225;
250602;1200;12,715;
250602;1300;13,0775;
250602;1400;13,35;
250602;1500;14,0125;
250602;1600;13,005;
250602;1700;12,01;
250602;1800;11,6125;
250602;1900;11,5175;
250602;2000;11,105;
250602;2100;10,4425;
250602;2200;9,985;
250602;2300;9,41499;
250603;0000;9,18501;
250603;0100;8,9225;
250603;0200;8,78999;
250603;0300;8,85249;
250603;0400;8,4075;
250603;0500;8,1655;
250603;0600;7,648;
250603;0700;7,35325;
250603;0800;7,61025;
250603;0900;8,28426;
250603;1000;8,9725;
250603;1100;9,7225;
250603;1200;11,0175;
250603;1300;11,5075;
250603;1400;11,5175;
250603;1500;11,765;
250603;1600;11,8075;
250603;1700;11,8575;
250603;1800;11,8325;
250603;1900;11,39;
250603;2000;10,925;
250603;2100;10,7175;
250603;2200;10,545;
250603;2300;10,39;
250604;0000;10,1475;
250604;0100;10,0825;
250604;0200;10,0975;
250604;0300;10,0175;
250604;0400;10;
250604;0500;9,9675;
250604;0600;9,71249;
250604;0700;8,8475;
250604;0800;8,675;
250604;0900;9,575;
250604;1000;10,9625;
250604;1100;13,49;
250604;1200;15,4975;
250604;1300;16,8;
250604;1400;17,9375;
250604;1500;16,8625;
250604;1600;15,935;
250604;1700;13,26;
250604;1800;11,625;
250604;1900;10,505;
250604;2000;9,7475;
250604;2100;9,125;
250604;2200;8,63;
250604;2300;8,22002;
250605;0000;8,11;
250605;0100;8,52;
250605;0200;9,19;
250605;0300;9,60001;
250605;0400;9,925;
250605;0500;9,84;
250605;0600;9,78751;
250605;0700;9,5425;
250605;0800;9,435;
250605;0900;10,3775;
250605;1000;10,9625;
250605;1100;12,54;
250605;1200;14,3475;
250605;1300;15,765;
250605;1400;17,2675;
250605;1500;17,9925;
250605;1600;15,9525;
250605;1700;12,28;
250605;1800;10,6625;
250605;1900;9,52499;
250605;2000;8,785;
250605;2100;8,02725;
250605;2200;7,66875;
250605;2300;7,103;
250606;0000;6,65775;
250606;0100;6,2085;
250606;0200;6,123;
250606;0300;5,79275;
250606;0400;5,5055;
250606;0500;5,0315;
250606;0600;4,49725;
250606;0700;3,91875;
250606;0800;4,32025;
250606;0900;5,16525;
250606;1000;6,0085;
250606;1100;7,736;
250606;1200;9,03751;
250606;1300;10,215;
250606;1400;10,895;
250606;1500;11,1025;
250606;1600;11,2175;
250606;1700;11,14;
250606;1800;11,1725;
250606;1900;11,2425;
250606;2000;11,285;
250606;2100;11,2325;
250606;2200;10,91;
250606;2300;10,6475;
250607;0000;10,4475;
250607;0100;10,27;
250607;0200;10,1975;
250607;0300;9,99001;
250607;0400;9,74001;
250607;0500;9,64;
250607;0600;9,6425;
250607;0700;9,50999;
250607;0800;9,535;
250607;0900;9,95;
250607;1000;10,82;
250607;1100;11,4525;
250607;1200;12,45;
250607;1300;13,1025;
250607;1400;13,455;
250607;1500;13,1175;
250607;1600;13,0775;
250607;1700;12,075;
250607;1800;11,24;
250607;1900;10,0525;
250607;2000;9,23;
250607;2100;8,7525;
250607;2200;8,4175;
250607;2300;7,659;
250608;0000;7,2815;
250608;0100;6,67325;
250608;0200;5,99975;
250608;0300;6,04925;
250608;0400;5,229;
250608;0500;5,0195;
250608;0600;4,91975;
250608;0700;4,728;
250608;0800;4,506;
250608;0900;4,61;
250608;1000;5,67075;
250608;1100;7,84975;
250608;1200;11,55;
250608;1300;13,7075;
250608;1400;15,4675;
250608;1500;15,3675;
250608;1600;13,35;
250608;1700;10,9325;
250608;1800;9,58;
250608;1900;8,6925;
250608;2000;8,2175;
250608;2100;7,98725;
250608;2200;7,586;
250608;2300;7,0715;
250609;0000;6,35975;
250609;0100;5,7065;
250609;0200;5,6365;
250609;0300;4,996;
250609;0400;4,5655;
250609;0500;4,3845;
250609;0600;4,34625;
250609;0700;4,22575;
250609;0800;4,4485;
250609;0900;5,03525;
250609;1000;6,83426;
250609;1100;9,20251;
250609;1200;12,015;
250609;1300;13,475;
250609;1400;14,2975;
250609;1500;14,42;
250609;1600;14,9075;
250609;1700;11,8575;
250609;1800;10,1975;
250609;1900;9,7525;
250609;2000;8,94501;
250609;2100;8,255;
250609;2200;7,4355;
250609;2300;6,5575;
250610;0000;6,08875;
250610;0100;5,87475;
250610;0200;5,748;
250610;0300;5,766;
250610;0400;5,443;
250610;0500;5,15;
250610;0600;4,57325;
250610;0700;4,11575;
250610;0800;4,297;
250610;0900;4,81575;
250610;1000;6,1385;
250610;1100;9,295;
250610;1200;12,2825;
250610;1300;14,7675;
250610;1400;16,1525;
250610;1500;15,5075;
250610;1600;14,54;
250610;1700;12,6475;
250610;1800;11,015;
250610;1900;8,87999;
250610;2000;8,52;
250610;2100;8,89751;
250610;2200;8,795;
250610;2300;9,60249;
250611;0000;10,6825;
250611;0100;10,5125;
250611;0200;10,4575;
250611;0300;10,4925;
250611;0400;10,77;
250611;0500;11,0525;
250611;0600;11,3775;
250611;0700;11,6425;
250611;0800;12,015;
250611;0900;12,4425;
250611;1000;13,075;
250611;1100;14,085;
250611;1200;14,38;
250611;1300;13,9675;
250611;1400;13,635;
250611;1500;13,38;
250611;1600;13,0725;
250611;1700;13,0575;
250611;1800;13,0575;
250611;1900;12,75;
250611;2000;12,195;
250611;2100;12,0025;
250611;2200;11,205;
250611;2300;10,4;
250612;0000;10,2675;
250612;0100;10,2775;
250612;0200;10,34;
250612;0300;10,195;
250612;0400;10,135;
250612;0500;10,125;
250612;0600;10,1625;
250612;0700;10,175;
250612;0800;10,0075;
250612;0900;10,0175;
250612;1000;10,58;
250612;1100;10,68;
250612;1200;10,75;
250612;1300;11,2725;
250612;1400;11,3725;
250612;1500;11,83;
250612;1600;11,5;
250612;1700;11,29;
250612;1800;10,2125;
250612;1900;9,46001;
250612;2000;9,3075;
250612;2100;9,2325;
250612;2200;9,2975;
250612;2300;9,14751;
250613;0000;9,265;
250613;0100;8,8625;
250613;0200;7,94025;
250613;0300;6,9965;
250613;0400;6,4345;
250613;0500;6,07775;
250613;0600;6,2925;
250613;0700;6,8375;
250613;0800;6,75275;
250613;0900;7,0985;
250613;1000;7,66925;
250613;1100;8,7625;
250613;1200;9,75751;
250613;1300;10,3525;
250613;1400;11,615;
250613;1500;11,8725;
250613;1600;12,095;
250613;1700;9,655;
250613;1800;8,14825;
250613;1900;7,8005;
250613;2000;7,06025;
250613;2100;6,57325;
250613;2200;6,22425;
250613;2300;6,063;
250614;0000;5,73875;
250614;0100;5,66675;
250614;0200;5,7075;
250614;0300;5,70075;
250614;0400;5,578;
250614;0500;5,4815;
250614;0600;5,88625;
250614;0700;6,2095;
250614;0800;6,658;
250614;0900;7,36876;
250614;1000;8,12677;
250614;1100;10,17;
250614;1200;10,405;
250614;1300;10,995;
250614;1400;11,4575;
250614;1500;11,8925;
250614;1600;12,245;
250614;1700;12,01;
250614;1800;11,77;
250614;1900;11,505;
250614;2000;10,9925;
250614;2100;10,84;
250614;2200;11,0475;
250614;2300;11,52;
250615;0000;11,9267;
250615;0100;12,13;
250615;0200;12,22;
250615;0300;12,4475;
250615;0400;12,065;
250615;0500;12,2025;
250615;0600;12,165;
250615;0700;11,8925;
250615;0800;11,9825;
250615;0900;12,1225;
250615;1000;12,385;
250615;1100;12,995;
250615;1200;13,585;
250615;1300;13,77;
250615;1400;13,8425;
250615;1500;13,7275;
250615;1600;13,0025;
250615;1700;12,4;
250615;1800;11,8375;
250615;1900;11,6625;
250615;2000;11,4325;
250615;2100;10,885;
250615;2200;10,45;
250615;2300;10,135;
250616;0000;9,89751;
250616;0100;9,5475;
250616;0200;8,6925;
250616;0300;8,6375;
250616;0400;8,66249;
250616;0500;8,48;
250616;0600;8,23;
250616;0700;8,2825;
250616;0800;8,595;
250616;0900;9,50999;
250616;1000;10,565;
250616;1100;11,1225;
250616;1200;12,075;
250616;1300;12,045;
250616;1400;12,2375;
250616;1500;11,715;
250616;1600;11,3025;
250616;1700;11,0325;
250616;1800;10,825;
250616;1900;10,3425;
250616;2000;10,09;
250616;2100;9,94501;
250616;2200;10,0475;
250616;2300;9,965;
250617;0000;10,0825;
250617;0100;9,91251;
250617;0200;9,785;
250617;0300;9,6675;
250617;0400;9,465;
250617;0500;9,36751;
250617;0600;9,095;
250617;0700;9,08749;
250617;0800;9,1425;
250617;0900;9,8925;
250617;1000;11,315;
250617;1100;11,81;
250617;1200;12,9275;
250617;1300;13,99;
250617;1400;15,2675;
250617;1500;14,895;
250617;1600;13,6525;
250617;1700;11,5775;
250617;1800;10,015;
250617;1900;8,8725;
250617;2000;8,07001;
250617;2100;7,707;
250617;2200;7,39725;
250617;2300;6,9225;
250618;0000;6,96725;
250618;0100;7,123;
250618;0200;7,01425;
250618;0300;6,85325;
250618;0400;6,6325;
250618;0500;6,3485;
250618;0600;5,98375;
250618;0700;5,635;
250618;0800;5,4445;
250618;0900;5,40325;
250618;1000;5,994;
250618;1100;7,3;
250618;1200;9,64751;
250618;1300;11,705;
250618;1400;13,4275;
250618;1500;14,0875;
250618;1600;13,31;
250618;1700;10,9225;
250618;1800;9,2;
250618;1900;8,7475;
250618;2000;7,63025;
250618;2100;6,839;
250618;2200;6,07;
250618;2300;6,13125;
250619;0000;6,226;
250619;0100;5,98025;
250619;0200;5,6895;
250619;0300;5,71375;
250619;0400;5,15975;
250619;0500;5,2675;
250619;0600;5,0645;
250619;0700;5,20475;
250619;0800;5,196;
250619;0900;5,1985;
250619;1000;5,511;
250619;1100;6,36475;
250619;1200;9,02;
250619;1300;10,6775;
250619;1400;12,4325;
250619;1500;12,9325;
250619;1600;12,585;
250619;1700;10,115;
250619;1800;8,41;
250619;1900;7,72525;
250619;2000;7,21975;
250619;2100;6,796;
250619;2200;6,418;
250619;2300;5,88275;
250620;0000;5,69;
250620;0100;5,3705;
250620;0200;5,2745;
250620;0300;4,86575;
250620;0400;4,5235;
250620;0500;4,44925;
250620;0600;4,702;
250620;0700;4,4275;
250620;0800;4,36525;
250620;0900;5,325;
250620;1000;6,562;
250620;1100;7,91901;
250620;1200;9,58002;
250620;1300;10,79;
250620;1400;12,4125;
250620;1500;13,4925;
250620;1600;12,305;
250620;1700;12,495;
250620;1800;12,0725;
250620;1900;11,2;
250620;2000;10,99;
250620;2100;10,7025;
250620;2200;10,27;
250620;2300;9,7025;
250621;0000;9,16;
250621;0100;9,52499;
250621;0200;9,69501;
250621;0300;8,123;
250621;0400;7,498;
250621;0500;7,75825;
250621;0600;7,9105;
250621;0700;7,872;
250621;0800;7,94175;
250621;0900;8,47501;
250621;1000;9,1275;
250621;1100;9,9975;
250621;1200;10,6925;
250621;1300;11,0825;
250621;1400;11,32;
250621;1500;10,79;
250621;1600;10,6375;
250621;1700;10,8075;
250621;1800;11,2025;
250621;1900;11,9875;
250621;2000;12,9175;
250621;2100;12,57;
250621;2200;12,095;
250621;2300;12,08;
250622;0000;11,5475;
250622;0100;10,9825;
250622;0200;10,12;
250622;0300;9,94749;
250622;0400;10,3975;
250622;0500;9,9525;
250622;0600;9,16;
250622;0700;8,82249;
250622;0800;9,14999;
250622;0900;9,9875;
250622;1000;10,655;
250622;1100;11,32;
250622;1200;11,86;
250622;1300;11,8725;
250622;1400;11,95;
250622;1500;11,94;
250622;1600;10,165;
250622;1700;8,5715;
250622;1800;7,11825;
250622;1900;6,2905;
250622;2000;5,50725;
250622;2100;5,10075;
250622;2200;4,5385;
250622;2300;4,3515;
250623;0000;3,94575;
250623;0100;3,3055;
250623;0200;2,75;
250623;0300;2,10875;
250623;0400;2,96925;
250623;0500;2,5395;
250623;0600;2,29825;
250623;0700;1,75675;
250623;0800;2,00475;
250623;0900;2,96175;
250623;1000;4,65875;
250623;1100;7,5305;
250623;1200;8,7975;
250623;1300;9,96001;
250623;1400;11,6875;
250623;1500;12,69;
250623;1600;11,7175;
250623;1700;10,0125;
250623;1800;8,565;
250623;1900;7,0625;
250623;2000;6,11625;
250623;2100;5,38875;
250623;2200;4,81675;
250623;2300;4,3165;
250624;0000;3,89175;
250624;0100;3,41525;
250624;0200;3,1205;
250624;0300;2,8225;
250624;0400;2,64975;
250624;0500;2,173;
250624;0600;1,9265;
250624;0700;1,90075;
250624;0800;2,06375;
250624;0900;2,73375;
250624;1000;4,202;
250624;1100;7,11975;
250624;1200;8,899;
250624;1300;12,525;
250624;1400;14,265;
250624;1500;13,2275;
250624;1600;12,035;
250624;1700;10,6775;
250624;1800;10,0775;
250624;1900;9,7;
250624;2000;9,02251;
250624;2100;8,5625;
250624;2200;8,22;
250624;2300;7,638;
250625;0000;6,07375;
250625;0100;5,28975;
250625;0200;4,40025;
250625;0300;3,933;
250625;0400;3,1835;
250625;0500;2,89725;
250625;0600;2,8555;
250625;0700;2,73375;
250625;0800;2,62275;
250625;0900;3,2465;
250625;1000;4,4095;
250625;1100;6,18475;
250625;1200;8,98625;
250625;1300;11,38;
250625;1400;11,7625;
250625;1500;11,3275;
250625;1600;10,585;
250625;1700;9,15498;
250625;1800;8,27275;
250625;1900;7,48025;
250625;2000;6,15;
250625;2100;4,90125;
250625;2200;4,07375;
250625;2300;3,35275;
250626;0000;2,9805;
250626;0100;2,677;
250626;0200;2,358;
250626;0300;1,88625;
250626;0400;1,6905;
250626;0500;1,39925;
250626;0600;1,557;
250626;0700;1,68775;
250626;0800;2,13525;
250626;0900;3,62775;
250626;1000;4,0235;
250626;1100;6,93925;
250626;1200;9,7225;
250626;1300;10,225;
250626;1400;11,5375;
250626;1500;11,7575;
250626;1600;10,9275;
250626;1700;9,9525;
250626;1800;8,1245;
250626;1900;7,79675;
250626;2000;7,99825;
250626;2100;7,48775;
250626;2200;6,9165;
250626;2300;6,608;
250627;0000;6,3525;
250627;0100;6,087;
250627;0200;5,82825;
250627;0300;5,64725;
250627;0400;5,464;
250627;0500;5,35;
250627;0600;5,31575;
250627;0700;5,52625;
250627;0800;5,38875;
250627;0900;5,7395;
250627;1000;6,61675;
250627;1100;7,76275;
250627;1200;9,44749;
250627;1300;10,39;
250627;1400;12,3375;
250627;1500;13,5425;
250627;1600;12,5975;
250627;1700;10,78;
250627;1800;8,9725;
250627;1900;7,2925;
250627;2000;6,957;
250627;2100;6,85425;
250627;2200;6,05075;
250627;2300;5,34625;
250628;0000;4,59425;
250628;0100;4,32625;
250628;0200;4,15425;
250628;0300;4,15625;
250628;0400;3,533;
250628;0500;3,3885;
250628;0600;3,0975;
250628;0700;2,39075;
250628;0800;2,37475;
250628;0900;2,891;
250628;1000;3,70275;
250628;1100;6,3025;
250628;1200;8,50475;
250628;1300;10,81;
250628;1400;11,2475;
250628;1500;12,31;
250628;1600;10,8775;
250628;1700;8,427;
250628;1800;6,713;
250628;1900;5,89675;
250628;2000;5,0565;
250628;2100;4,8415;
250628;2200;4,139;
250628;2300;3,72675;
250629;0000;3,3185;
250629;0100;2,63375;
250629;0200;2,34425;
250629;0300;1,53275;
250629;0400;1,19175;
250629;0500;0,9535;
250629;0600;0,77;
250629;0700;0,45475;
250629;0800;0,549;
250629;0900;1,6105;
250629;1000;2,52625;
250629;1100;5,269;
250629;1200;7,9375;
250629;1300;9,25999;
250629;1400;10,5375;
250629;1500;11,4325;
250629;1600;11,2925;
250629;1700;7,9005;
250629;1800;5,58725;
250629;1900;4,965;
250629;2000;6,01675;
250629;2100;5,95775;
250629;2200;6,10375;
250629;2300;5,70775;
250630;0000;5,595;
250630;0100;3,85;
