FECHA (YYMMDD);HORA (HHMM);Direccion Viento (grados);
250131;2000;130,065;
250131;2100;121,511;
250131;2200;342,211;
250131;2300;0;
250201;0000;129,848;
250201;0100;26,6806;
250201;0200;110,971;
250201;0300;148,827;
250201;0400;159,649;
250201;0500;54,5677;
250201;0600;122,901;
250201;0700;91,9135;
250201;0800;191,344;
250201;0900;295,251;
250201;1000;296,902;
250201;1100;286,542;
250201;1200;305,379;
250201;1300;239,252;
250201;1400;224,985;
250201;1500;216,217;
250201;1600;189,083;
250201;1700;165,373;
250201;1800;163,566;
250201;1900;134,962;
250201;2000;155,587;
250201;2100;128,243;
250201;2200;128,781;
250201;2300;148,518;
250202;0000;142,027;
250202;0100;130,951;
250202;0200;138,447;
250202;0300;136,501;
250202;0400;161,945;
250202;0500;156,978;
250202;0600;148,881;
250202;0700;148,393;
250202;0800;186,248;
250202;0900;183,854;
250202;1000;206,743;
250202;1100;201,028;
250202;1200;218,469;
250202;1300;248,207;
250202;1400;241,613;
250202;1500;240,708;
250202;1600;243,539;
250202;1700;248,593;
250202;1800;268,12;
250202;1900;213,496;
250202;2000;127,579;
250202;2100;127,927;
250202;2200;117,166;
250202;2300;135,322;
250203;0000;128,002;
250203;0100;122,91;
250203;0200;112,472;
250203;0300;138,204;
250203;0400;109,055;
250203;0500;141,349;
250203;0600;137,553;
250203;0700;154,467;
250203;0800;165,807;
250203;0900;177,15;
250203;1000;199,66;
250203;1100;196,914;
250203;1200;191,715;
250203;1300;213,303;
250203;1400;240,003;
250203;1500;238,037;
250203;1600;227,696;
250203;1700;226,348;
250203;1800;239,508;
250203;1900;135,007;
250203;2000;143,131;
250203;2100;145,237;
250203;2200;138,624;
250203;2300;132,107;
250204;0000;130,019;
250204;0100;131,579;
250204;0200;138,225;
250204;0300;137,044;
250204;0400;144,091;
250204;0500;140,837;
250204;0600;125,683;
250204;0700;133,085;
250204;0800;156,398;
250204;0900;155,548;
250204;1000;182,939;
250204;1100;271,625;
250204;1200;312,001;
250204;1300;259,608;
250204;1400;242,414;
250204;1500;249,108;
250204;1600;229,957;
250204;1700;241,648;
250204;1800;255,835;
250204;1900;256,841;
250204;2000;4,97657;
250204;2100;289,811;
250204;2200;313,154;
250204;2300;329,844;
250205;0000;336,15;
250205;0100;318,834;
250205;0200;307,18;
250205;0300;323,459;
250205;0400;325,178;
250205;0500;322,462;
250205;0600;322,639;
250205;0700;338,921;
250205;0800;337,961;
250205;0900;322,463;
250205;1000;318,875;
250205;1100;231,66;
250205;1200;221,025;
250205;1300;241,098;
250205;1400;236,886;
250205;1500;243,64;
250205;1600;236,376;
250205;1700;238,003;
250205;1800;227,628;
250205;1900;219,235;
250205;2000;138,125;
250205;2100;131,991;
250205;2200;145,002;
250205;2300;121,425;
250206;0000;92,8335;
250206;0100;132,705;
250206;0200;165,572;
250206;0300;164,932;
250206;0400;162,394;
250206;0500;162,399;
250206;0600;159,595;
250206;0700;160,026;
250206;0800;151,876;
250206;0900;152,097;
250206;1000;170,161;
250206;1100;150,975;
250206;1200;145,444;
250206;1300;195,178;
250206;1400;205,582;
250206;1500;210,606;
250206;1600;213,033;
250206;1700;207,369;
250206;1800;163,544;
250206;1900;160,803;
250206;2000;133,767;
250206;2100;131,168;
250206;2200;344,856;
250206;2300;27,4361;
250207;0000;103,342;
250207;0100;141,168;
250207;0200;138,346;
250207;0300;119,272;
250207;0400;130,298;
250207;0500;151,95;
250207;0600;145,328;
250207;0700;141,902;
250207;0800;168,086;
250207;0900;160,709;
250207;1000;263,934;
250207;1100;316,487;
250207;1200;327,334;
250207;1300;315,764;
250207;1400;289,157;
250207;1500;225,659;
250207;1600;190,631;
250207;1700;148,36;
250207;1800;151,131;
250207;1900;144,081;
250207;2000;143,123;
250207;2100;135,642;
250207;2200;119,626;
250207;2300;95,4713;
250208;0000;94,3802;
250208;0100;165,444;
250208;0200;155,432;
250208;0300;164,684;
250208;0400;165,387;
250208;0500;167,612;
250208;0600;161,937;
250208;0700;151,402;
250208;0800;146,245;
250208;0900;156,652;
250208;1000;133,627;
250208;1100;131,637;
250208;1200;139,771;
250208;1300;146,604;
250208;1400;200,8;
250208;1500;211,6;
250208;1600;213,375;
250208;1700;223,372;
250208;1800;126,751;
250208;1900;132,12;
250208;2000;136,898;
250208;2100;129,345;
250208;2200;349,009;
250208;2300;0;
250209;0000;127,81;
250209;0100;145,151;
250209;0200;161,403;
250209;0300;158,941;
250209;0400;153,259;
250209;0500;149,942;
250209;0600;157,677;
250209;0700;162,374;
250209;0800;171,382;
250209;0900;170,797;
250209;1000;177,652;
250209;1100;168,499;
250209;1200;169,853;
250209;1300;191,519;
250209;1400;185,768;
250209;1500;192,462;
250209;1600;262,619;
250209;1700;316,698;
250209;1800;311,461;
250209;1900;315,054;
250209;2000;326,95;
250209;2100;342,266;
250209;2200;343,552;
250209;2300;318,532;
250210;0000;327,295;
250210;0100;9,80188;
250210;0200;0;
250210;0300;17,017;
250210;0400;127,317;
250210;0500;115,98;
250210;0600;114,402;
250210;0700;98,2761;
250210;0800;178,607;
250210;0900;157,055;
250210;1000;168,966;
250210;1100;153,762;
250210;1200;186,648;
250210;1300;191,437;
250210;1400;199,593;
250210;1500;197,912;
250210;1600;208,328;
250210;1700;221,454;
250210;1800;243,182;
250210;1900;132,636;
250210;2000;116,187;
250210;2100;138,645;
250210;2200;119,551;
250210;2300;124,424;
250211;0000;135,847;
250211;0100;140,983;
250211;0200;142,275;
250211;0300;143,375;
250211;0400;132,223;
250211;0500;123,371;
250211;0600;129,464;
250211;0700;170,465;
250211;0800;178,635;
250211;0900;174,943;
250211;1000;158,223;
250211;1100;114,747;
250211;1200;200,654;
250211;1300;192,22;
250211;1400;205,174;
250211;1500;205,019;
250211;1600;206,63;
250211;1700;210,911;
250211;1800;221,728;
250211;1900;147,186;
250211;2000;123,373;
250211;2100;146,313;
250211;2200;158,99;
250211;2300;151,927;
250212;0000;147,449;
250212;0100;141,058;
250212;0200;153,309;
250212;0300;161,502;
250212;0400;168,327;
250212;0500;156,448;
250212;0600;153,84;
250212;0700;149,469;
250212;0800;173,322;
250212;0900;184,394;
250212;1000;184,607;
250212;1100;194,128;
250212;1200;193,484;
250212;1300;189,405;
250212;1400;188,436;
250212;1500;207,386;
250212;1600;205,077;
250212;1700;200,816;
250212;1800;188,743;
250212;1900;145,858;
250212;2000;117,928;
250212;2100;139,772;
250212;2200;118,999;
250212;2300;131,676;
250213;0000;129,342;
250213;0100;153,371;
250213;0200;148,333;
250213;0300;142,946;
250213;0400;137,466;
250213;0500;113,253;
250213;0600;128,966;
250213;0700;131,079;
250213;0800;187,538;
250213;0900;262,572;
250213;1000;301,009;
250213;1100;309,678;
250213;1200;324,429;
250213;1300;303,687;
250213;1400;224,188;
250213;1500;209,244;
250213;1600;189,574;
250213;1700;196,288;
250213;1800;234,121;
250213;1900;108,667;
250213;2000;114,832;
250213;2100;128,363;
250213;2200;134,11;
250213;2300;142,331;
250214;0000;135,65;
250214;0100;133,649;
250214;0200;106,376;
250214;0300;121,697;
250214;0400;123,351;
250214;0500;116,817;
250214;0600;108,389;
250214;0700;163,453;
250214;0800;184,612;
250214;0900;269,348;
250214;1000;268,065;
250214;1100;255,192;
250214;1200;275,693;
250214;1300;306,942;
250214;1400;269,174;
250214;1500;214,977;
250214;1600;207,066;
250214;1700;215,7;
250214;1800;203,41;
250214;1900;139,811;
250214;2000;136,885;
250214;2100;115,649;
250214;2200;110,79;
250214;2300;95,7632;
250215;0000;353,088;
250215;0100;82,517;
250215;0200;60,2102;
250215;0300;0;
250215;0400;0;
250215;0500;80,5009;
250215;0600;111,57;
250215;0700;129,587;
250215;0800;124,546;
250215;0900;278,411;
250215;1000;313,427;
250215;1100;312,023;
250215;1200;314,538;
250215;1300;325,205;
250215;1400;330,484;
250215;1500;240,392;
250215;1600;242,506;
250215;1700;218,401;
250215;1800;210,209;
250215;1900;237,243;
250215;2000;127,774;
250215;2100;112,657;
250215;2200;117,502;
250215;2300;98,6843;
250216;0000;30,2356;
250216;0100;123,499;
250216;0200;146,513;
250216;0300;141,447;
250216;0400;135,415;
250216;0500;155,251;
250216;0600;133,377;
250216;0700;141,163;
250216;0800;165,656;
250216;0900;203,073;
250216;1000;161,549;
250216;1100;158,685;
250216;1200;186,663;
250216;1300;200,426;
250216;1400;196,724;
250216;1500;212,535;
250216;1600;213,525;
250216;1700;211,982;
250216;1800;224,706;
250216;1900;201,959;
250216;2000;132,535;
250216;2100;116,575;
250216;2200;125,523;
250216;2300;144,107;
250217;0000;159,479;
250217;0100;150,788;
250217;0200;150,372;
250217;0300;150,214;
250217;0400;143,77;
250217;0500;150,018;
250217;0600;120,534;
250217;0700;133,811;
250217;0800;184,439;
250217;0900;192,612;
250217;1000;182,34;
250217;1100;170,937;
250217;1200;203,56;
250217;1300;193,074;
250217;1400;188,922;
250217;1500;196,316;
250217;1600;205,011;
250217;1700;213,458;
250217;1800;140,498;
250217;1900;126,508;
250217;2000;106,455;
250217;2100;53,3423;
250217;2200;109,877;
250217;2300;129,809;
250218;0000;31,9757;
250218;0100;153,816;
250218;0200;111,208;
250218;0300;156,445;
250218;0400;127,567;
250218;0500;122,439;
250218;0600;148,776;
250218;0700;135,666;
250218;0800;153,587;
250218;0900;177,097;
250218;1000;162,937;
250218;1100;149,576;
250218;1200;195,922;
250218;1300;179,249;
250218;1400;255,335;
250218;1500;311,804;
250218;1600;316,861;
250218;1700;303,416;
250218;1800;309,47;
250218;1900;313,476;
250218;2000;313,198;
250218;2100;322,245;
250218;2200;312,027;
250218;2300;310,527;
250219;0000;307,344;
250219;0100;308,627;
250219;0200;320,985;
250219;0300;328,07;
250219;0400;297,68;
250219;0500;305,275;
250219;0600;319,961;
250219;0700;315,476;
250219;0800;304,453;
250219;0900;304,821;
250219;1000;311,183;
250219;1100;306,928;
250219;1200;312,691;
250219;1300;307,889;
250219;1400;306,033;
250219;1500;293,997;
250219;1600;273,889;
250219;1700;287,624;
250219;1800;277,265;
250219;1900;296,5;
250219;2000;318,242;
250219;2100;348,187;
250219;2200;271,093;
250219;2300;263,705;
250220;0000;249,847;
250220;0100;245,96;
250220;0200;216,108;
250220;0300;221,505;
250220;0400;217,799;
250220;0500;94,5889;
250220;0600;56,9398;
250220;0700;331,436;
250220;0800;194,785;
250220;0900;110,252;
250220;1000;210,466;
250220;1100;289,619;
250220;1200;309,641;
250220;1300;257,452;
250220;1400;278,048;
250220;1500;314,173;
250220;1600;253,605;
250220;1700;244,559;
250220;1800;239,182;
250220;1900;261,539;
250220;2000;355,126;
250220;2100;115,739;
250220;2200;129,53;
250220;2300;150,278;
250221;0000;118,019;
250221;0100;97,9596;
250221;0200;152,465;
250221;0300;139,434;
250221;0400;102,237;
250221;0500;146,066;
250221;0600;126,981;
250221;0700;143,148;
250221;0800;149,96;
250221;0900;182,892;
250221;1000;254,367;
250221;1100;296,223;
250221;1200;321,622;
250221;1300;318,001;
250221;1400;312,173;
250221;1500;249,26;
250221;1600;232,485;
250221;1700;247,387;
250221;1800;254,833;
250221;1900;348,397;
250221;2000;127,956;
250221;2100;136,276;
250221;2200;118,389;
250221;2300;115,789;
250222;0000;104,761;
250222;0100;16,3111;
250222;0200;51,6302;
250222;0300;71,4879;
250222;0400;167,712;
250222;0500;144,96;
250222;0600;143,933;
250222;0700;135,624;
250222;0800;167,653;
250222;0900;216,053;
250222;1000;278,689;
250222;1100;202,366;
250222;1200;230,773;
250222;1300;192,496;
250222;1400;203,122;
250222;1500;233,534;
250222;1600;258,369;
250222;1700;252,442;
250222;1800;320,035;
250222;1900;115,741;
250222;2000;103,801;
250222;2100;91,1193;
250222;2200;107,653;
250222;2300;99,9188;
250223;0000;112,433;
250223;0100;134,123;
250223;0200;126,814;
250223;0300;354,503;
250223;0400;34,5469;
250223;0500;94,2643;
250223;0600;183,166;
250223;0700;165,681;
250223;0800;226,21;
250223;0900;140,836;
250223;1000;149,267;
250223;1100;146,127;
250223;1200;177,505;
250223;1300;242,337;
250223;1400;249,116;
250223;1500;245,614;
250223;1600;241,28;
250223;1700;246,491;
250223;1800;250,8;
250223;1900;188,568;
250223;2000;71,0297;
250223;2100;120,502;
250223;2200;121,401;
250223;2300;151,7;
250224;0000;60,2609;
250224;0100;116,813;
250224;0200;150,892;
250224;0300;156,02;
250224;0400;156,954;
250224;0500;151,707;
250224;0600;156,332;
250224;0700;162,224;
250224;0800;175,156;
250224;0900;179,709;
250224;1000;171,61;
250224;1100;180,73;
250224;1200;171,048;
250224;1300;182,098;
250224;1400;205,363;
250224;1500;213,685;
250224;1600;209,215;
250224;1700;203,947;
250224;1800;166,306;
250224;1900;132,748;
250224;2000;105,425;
250224;2100;115,755;
250224;2200;130,424;
250224;2300;127,696;
250225;0000;140,462;
250225;0100;171,865;
250225;0200;165,354;
250225;0300;125,969;
250225;0400;127,376;
250225;0500;163,121;
250225;0600;127,58;
250225;0700;97,4139;
250225;0800;193,961;
250225;0900;196,584;
250225;1000;195,785;
250225;1100;223,13;
250225;1200;235,268;
250225;1300;179,746;
250225;1400;;
250225;1500;;
250225;1600;198,688;
250225;1700;202,349;
250225;1800;158,533;
250225;1900;153,919;
250225;2000;137,277;
250225;2100;136,893;
250225;2200;100,986;
250225;2300;196,45;
250226;0000;150,655;
250226;0100;132,143;
250226;0200;154,778;
250226;0300;156,062;
250226;0400;157,194;
250226;0500;138,393;
250226;0600;139,883;
250226;0700;136,889;
250226;0800;163,328;
250226;0900;165,062;
250226;1000;167,341;
250226;1100;195,867;
250226;1200;209,732;
250226;1300;307,454;
250226;1400;274,499;
250226;1500;224,256;
250226;1600;171,327;
250226;1700;147,83;
250226;1800;154,077;
250226;1900;148,588;
250226;2000;155,684;
250226;2100;130,867;
250226;2200;140,436;
250226;2300;112,228;
250227;0000;324,586;
250227;0100;331,497;
250227;0200;345,513;
250227;0300;339,799;
250227;0400;0;
250227;0500;0;
250227;0600;6,17983;
250227;0700;322,17;
250227;0800;322,401;
250227;0900;316,31;
250227;1000;318,543;
250227;1100;258,484;
250227;1200;246,031;
250227;1300;237,907;
250227;1400;273,405;
250227;1500;288,592;
250227;1600;281,448;
250227;1700;289,456;
250227;1800;299,312;
250227;1900;306,685;
250227;2000;328,192;
250227;2100;326,689;
250227;2200;322,645;
250227;2300;308,611;
250228;0000;303,519;
250228;0100;300,943;
250228;0200;315,495;
250228;0300;317,001;
250228;0400;321,592;
250228;0500;314,916;
250228;0600;313,485;
250228;0700;311,644;
250228;0800;303,867;
250228;0900;313,731;
250228;1000;313,855;
250228;1100;311,842;
250228;1200;312,004;
250228;1300;306,582;
250228;1400;312,991;
250228;1500;315,227;
250228;1600;309,289;
250228;1700;301,708;
250228;1800;301,624;
250228;1900;314,289;
250228;2000;306,262;
250228;2100;304,482;
250228;2200;310,554;
250228;2300;298,559;
250301;0000;296,449;
250301;0100;324,947;
250301;0200;0;
250301;0300;259,01;
250301;0400;36,3941;
250301;0500;34,1821;
250301;0600;257,384;
250301;0700;326,371;
250301;0800;319,757;
250301;0900;321,241;
250301;1000;317,059;
250301;1100;309,887;
250301;1200;299,788;
250301;1300;290,422;
250301;1400;309,423;
250301;1500;308,787;
250301;1600;271,753;
250301;1700;235,743;
250301;1800;248,647;
250301;1900;277,088;
250301;2000;264,774;
250301;2100;334,33;
250301;2200;347,509;
250301;2300;7,8009;
250302;0000;355,015;
250302;0100;263,573;
250302;0200;3,09291;
250302;0300;357,469;
250302;0400;336,264;
250302;0500;356,566;
250302;0600;263,437;
250302;0700;355,877;
250302;0800;2,67953;
250302;0900;262,612;
250302;1000;315,336;
250302;1100;320,622;
250302;1200;318,626;
250302;1300;324,114;
250302;1400;312,347;
250302;1500;293,174;
250302;1600;300,039;
250302;1700;294,849;
250302;1800;294,012;
250302;1900;307,807;
250302;2000;317,936;
250302;2100;314,741;
250302;2200;314,947;
250302;2300;313,142;
250303;0000;328,37;
250303;0100;321,09;
250303;0200;325,388;
250303;0300;316,997;
250303;0400;302,875;
250303;0500;335,246;
250303;0600;335,784;
250303;0700;345,007;
250303;0800;322,148;
250303;0900;318,369;
250303;1000;282,844;
250303;1100;295,322;
250303;1200;255,771;
250303;1300;236,297;
250303;1400;238,55;
250303;1500;237,088;
250303;1600;242,737;
250303;1700;239,429;
250303;1800;241,407;
250303;1900;248,047;
250303;2000;53,4446;
250303;2100;183,469;
250303;2200;251,938;
250303;2300;273,933;
250304;0000;295,564;
250304;0100;357,083;
250304;0200;310,067;
250304;0300;77,8082;
250304;0400;88,7134;
250304;0500;115,579;
250304;0600;142,605;
250304;0700;157,435;
250304;0800;160,164;
250304;0900;242,972;
250304;1000;298,671;
250304;1100;298,947;
250304;1200;240,731;
250304;1300;247,182;
250304;1400;245,553;
250304;1500;240,321;
250304;1600;253,107;
250304;1700;252,836;
250304;1800;239,78;
250304;1900;200,751;
250304;2000;140,709;
250304;2100;140,697;
250304;2200;165,258;
250304;2300;115,233;
250305;0000;25,451;
250305;0100;169,163;
250305;0200;124,74;
250305;0300;136,004;
250305;0400;138,428;
250305;0500;126,916;
250305;0600;137,25;
250305;0700;161,153;
250305;0800;319,418;
250305;0900;306,259;
250305;1000;261,323;
250305;1100;315,494;
250305;1200;304,799;
250305;1300;260,912;
250305;1400;252,394;
250305;1500;261,92;
250305;1600;293,242;
250305;1700;295,048;
250305;1800;292,365;
250305;1900;334,874;
250305;2000;351,044;
250305;2100;342,152;
250305;2200;324,848;
250305;2300;327,741;
250306;0000;356,485;
250306;0100;337,584;
250306;0200;325,193;
250306;0300;331,471;
250306;0400;332,127;
250306;0500;311,997;
250306;0600;306,896;
250306;0700;306,835;
250306;0800;312,059;
250306;0900;307,091;
250306;1000;312,127;
250306;1100;312,54;
250306;1200;320,883;
250306;1300;317,63;
250306;1400;324,436;
250306;1500;320,39;
250306;1600;327,368;
250306;1700;322,628;
250306;1800;319,21;
250306;1900;292,88;
250306;2000;279,311;
250306;2100;65,7563;
250306;2200;29,806;
250306;2300;312,766;
250307;0000;309,896;
250307;0100;314,098;
250307;0200;317,79;
250307;0300;317,024;
250307;0400;295,917;
250307;0500;254,157;
250307;0600;309,134;
250307;0700;9,89445;
250307;0800;322,319;
250307;0900;334,764;
250307;1000;312,063;
250307;1100;260,628;
250307;1200;229,089;
250307;1300;241,443;
250307;1400;241,11;
250307;1500;216,447;
250307;1600;205,916;
250307;1700;213,08;
250307;1800;214,399;
250307;1900;207,531;
250307;2000;171,274;
250307;2100;124,204;
250307;2200;120,241;
250307;2300;139,778;
250308;0000;148,731;
250308;0100;160,917;
250308;0200;146,331;
250308;0300;143,018;
250308;0400;144,499;
250308;0500;150,833;
250308;0600;139,608;
250308;0700;133,731;
250308;0800;120,417;
250308;0900;114,382;
250308;1000;117,321;
250308;1100;128,067;
250308;1200;156,658;
250308;1300;211,595;
250308;1400;210,746;
250308;1500;208,464;
250308;1600;206,486;
250308;1700;203,049;
250308;1800;94,8376;
250308;1900;85,266;
250308;2000;121,5;
250308;2100;81,2396;
250308;2200;111,271;
250308;2300;126,061;
250309;0000;147,598;
250309;0100;151,022;
250309;0200;131,402;
250309;0300;142,486;
250309;0400;155,335;
250309;0500;171,553;
250309;0600;169,309;
250309;0700;157,545;
250309;0800;162,427;
250309;0900;170,207;
250309;1000;178,93;
250309;1100;134,018;
250309;1200;133,33;
250309;1300;192,199;
250309;1400;193,089;
250309;1500;202,492;
250309;1600;198,871;
250309;1700;169,063;
250309;1800;134,488;
250309;1900;121,275;
250309;2000;103,051;
250309;2100;104,12;
250309;2200;340,768;
250309;2300;67,7694;
250310;0000;41,2328;
250310;0100;11,561;
250310;0200;6,43446;
250310;0300;356,192;
250310;0400;153,239;
250310;0500;154,872;
250310;0600;166,921;
250310;0700;109,331;
250310;0800;121,471;
250310;0900;162,424;
250310;1000;169,959;
250310;1100;142,488;
250310;1200;143,099;
250310;1300;184,029;
250310;1400;205,321;
250310;1500;214,763;
250310;1600;213,558;
250310;1700;212,322;
250310;1800;214,415;
250310;1900;148,538;
250310;2000;110,058;
250310;2100;113,733;
